1.png 2.png -0.25
1.png 3.png -0.3252427
1.png 4.png -0.09223300000000001
1.png 5.png -0.21844660000000005
1.png 6.png -0.0825243
1.png 7.png 0.15533979999999997
1.png 8.png -0.06796120000000005
1.png 9.png -0.24753400000000003
2.png 3.png -0.0752427
2.png 4.png 0.157767
2.png 5.png 0.031553399999999954
2.png 6.png 0.1674757
2.png 7.png 0.4053398
2.png 8.png 0.18203879999999995
2.png 9.png 0.0024659999999999682
3.png 4.png 0.2330097
3.png 5.png 0.10679609999999995
3.png 6.png 0.2427184
3.png 7.png 0.48058249999999997
3.png 8.png 0.25728149999999994
3.png 9.png 0.07770869999999996
4.png 5.png -0.12621360000000004
4.png 6.png 0.009708700000000015
4.png 7.png 0.24757279999999998
4.png 8.png 0.024271799999999955
4.png 9.png -0.15530100000000002
5.png 6.png 0.13592230000000005
5.png 7.png 0.3737864
5.png 8.png 0.1504854
5.png 9.png -0.029087399999999985
6.png 7.png 0.23786409999999997
6.png 8.png 0.01456309999999994
6.png 9.png -0.16500970000000004
7.png 8.png -0.22330100000000003
7.png 9.png -0.4028738
8.png 9.png -0.17957279999999998
10.png 11.png -0.03640779999999999
10.png 12.png -0.04854369999999997
10.png 13.png 0.17961159999999998
10.png 14.png -0.22330099999999997
10.png 15.png -0.13106799999999996
10.png 16.png 0.3398058
10.png 17.png 0.2330097
10.png 18.png -0.2135884
11.png 12.png -0.012135899999999977
11.png 13.png 0.21601939999999997
11.png 14.png -0.18689319999999998
11.png 15.png -0.09466019999999997
11.png 16.png 0.3762136
11.png 17.png 0.2694175
11.png 18.png -0.17718060000000002
12.png 13.png 0.22815529999999995
12.png 14.png -0.1747573
12.png 15.png -0.0825243
12.png 16.png 0.38834949999999996
12.png 17.png 0.28155339999999995
12.png 18.png -0.16504470000000004
13.png 14.png -0.40291259999999995
13.png 15.png -0.31067959999999994
13.png 16.png 0.1601942
13.png 17.png 0.053398100000000004
13.png 18.png -0.3932
14.png 15.png 0.09223300000000001
14.png 16.png 0.5631067999999999
14.png 17.png 0.45631069999999996
14.png 18.png 0.00971259999999996
15.png 16.png 0.47087379999999995
15.png 17.png 0.36407769999999995
15.png 18.png -0.08252040000000005
16.png 17.png -0.1067961
16.png 18.png -0.5533942000000001
17.png 18.png -0.4465981
28.png 29.png -0.31796120000000005
28.png 30.png -0.42718449999999997
28.png 31.png -0.4902913
28.png 32.png -0.538835
28.png 33.png -0.11650490000000002
28.png 34.png 0.06310680000000002
28.png 35.png -0.33495149999999996
28.png 36.png -0.3203806
29.png 30.png -0.10922329999999991
